subject_id,name_cn,name,score,total,year,company,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10
1270,水星领航员 第三季,ARIA The ORIGINATION,8.7,2694,2008.0,ハルフィルムメーカー（Hal Film Maker）,16,2,3,10,34,88,270,603,765,903
37460,哆啦A梦 大山版,ドラえもん,8.7,3009,1979.0,,7,3,2,4,9,61,296,899,887,841
216371,莉兹与青鸟,リズと青い鳥,8.6,18536,2018.0,京都アニメーション,68,21,14,45,140,528,1786,4815,6184,4935
311,千与千寻,千と千尋の神隠し,8.6,25382,2001.0,製作：松下武義、氏家齊一郎、成田豊、星野康二、植村伴次郎、相原宏徳,17,7,14,24,105,547,2419,7542,9225,5482
1608,灌篮高手,スラムダンク,8.6,9069,1993.0,,34,14,19,35,82,274,887,2283,2983,2458
67753,明日之丈2,あしたのジョー2,8.7,790,1980.0,,11,2,1,2,8,18,55,163,284,246
1015,机动战士高达0080 口袋里的战争,機動戦士ガンダム0080 ポケットの中の戦争,8.6,5486,1989.0,,12,2,6,10,31,112,459,1575,2196,1083
1962,大闹天宫,大闹天宫,8.6,5447,,上海美术电影制片厂,26,12,10,12,55,148,525,1414,1809,1436
4019,四叠半神话大系,四畳半神話大系,8.6,14323,2010.0,,19,9,11,34,97,324,1306,4077,5767,2679
9717,魔法少女小圆,魔法少女まどか☆マギカ,8.6,35870,2011.0,SHAFT,86,24,34,89,293,1156,3662,9595,12912,8019
44693,剧场版 魔法少女小圆 [新篇] 叛逆的物语,劇場版 魔法少女まどか☆マギカ [新編] 叛逆の物語,8.6,16385,2013.0,SHAFT,23,14,16,37,120,448,1681,4782,5713,3551
400602,葬送的芙莉莲,葬送のフリーレン,8.6,31854,2023.0,MADHOUSE,122,31,51,90,300,916,3099,8927,11447,6871
770,天元突破 红莲螺岩,天元突破グレンラガン,8.6,15435,2007.0,,30,19,19,69,168,554,1515,4124,5482,3455
106207,虫师 续章 第2部分,蟲師 続章 第2クール,8.6,4131,2014.0,,8,3,5,5,16,92,370,1304,1594,734
254,混沌武士,サムライチャンプルー,8.5,10367,2004.0,,9,5,9,23,65,235,1065,3220,3839,1897
518519,航海王：粉丝来信,ONE PIECE FAN LETTER,8.6,3719,2024.0,東映アニメーション,9,4,4,7,16,90,346,1174,1379,690
9622,机动战士Z高达,機動戦士Ζガンダム,8.5,4838,1985.0,名古屋テレビ、創通エージェンシー、日本サンライズ,13,6,7,9,40,136,498,1369,1806,954
325285,奇巧计程车,オッドタクシー,8.5,19865,2021.0,P.I.C.S. × OLM TEAM YOSHIOKA,32,18,14,27,84,364,1663,6551,8519,2593
294135,剧场版 少女☆歌剧 Revue Starlight,劇場版 少女☆歌劇 レヴュースタァライト,8.5,10015,2021.0,KINEMA CITRUS,43,20,25,30,105,323,1107,2697,3434,2231
18692,哆啦A梦,ドラえもん,8.5,5591,2005.0,テレビ朝日、アサツー ディ・ケイ / ADKエモーションズ、シンエイ動画,5,5,5,5,36,171,706,1789,1588,1281
146457,瑞克和莫蒂 第三季,Rick and Morty Season 3,8.5,5014,2017.0,,20,3,4,13,18,99,517,1658,1783,899
298,天空之城,天空の城ラピュタ,8.5,14512,1986.0,スタジオジブリ,7,3,4,17,66,352,1646,4903,5017,2497
92705,虫师 续章,蟲師 続章,8.5,4552,2014.0,,6,4,3,9,22,98,476,1542,1594,798
4583,机动战士高达 逆袭的夏亚,機動戦士ガンダム 逆襲のシャア,8.5,4660,1988.0,,8,5,7,10,23,133,476,1423,1803,772
9912,日常,日常,8.5,23883,2011.0,京都アニメーション,37,16,23,72,230,825,2648,7346,7845,4841
39923,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,REVIVAL OF EVANGELION 新世紀エヴァンゲリオン劇場版 DEATH (TRUE)² / Air / まごころを、君に,8.5,7953,1998.0,,30,7,8,10,59,217,872,2565,2623,1562
841,红辣椒,パプリカ,8.5,12241,2006.0,,11,7,8,28,71,322,1289,4150,4451,1904
152091,吹响吧！上低音号 第二季,響け！ユーフォニアム2,8.5,16646,2016.0,京都アニメーション,44,16,13,31,80,341,1754,6040,5556,2771
132373,猫的协奏曲,The Cat Concerto,8.5,1078,1947.0,,10,2,2,1,8,20,125,323,332,255
848,蜂蜜与四叶草II,ハチミツとクローバー II,8.5,4291,2006.0,J.C.STAFF,10,6,8,13,35,117,521,1316,1464,801
1333,剧场版 空之境界 第五章 矛盾螺旋,劇場版 空の境界 第五章 矛盾螺旋,8.4,11591,2008.0,,18,3,10,24,54,311,1298,4152,3891,1830
3302,福音战士新剧场版：破,ヱヴァンゲリヲン新劇場版:破,8.4,16850,2009.0,スタジオkhara,33,10,22,39,109,482,1958,5856,5501,2840
1453,少女革命,少女革命ウテナ,8.4,5258,1997.0,J.C.STAFF,26,12,14,26,61,237,597,1403,1792,1090
93377,瑞克和莫蒂 第一季,Rick and Morty Season 1,8.4,5846,2013.0,,16,4,6,6,34,117,651,2198,1949,865
173849,排球少年 乌野高校 VS 白鸟泽学园高校,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,8.4,6213,2016.0,,13,3,6,9,40,120,640,2411,2113,858
847,蜂蜜与四叶草,ハチミツとクローバー,8.4,5552,2005.0,J.C.STAFF,13,9,3,18,66,217,689,1715,1755,1067
1704,猎人,HUNTER×HUNTER,8.4,5431,1999.0,,4,1,3,20,47,187,657,1885,1683,944
141530,瑞克和莫蒂 第二季,Rick and Morty Season 2,8.4,4831,2015.0,,18,1,2,6,21,96,530,1860,1620,677
1773,死亡笔记,DEATH NOTE,8.4,23274,2006.0,,35,12,19,47,146,607,2769,8207,8352,3080
3774,轻音少女 第二季,けいおん！！,8.4,22791,2010.0,京都アニメーション,73,20,35,56,245,893,2965,7454,6303,4747
10291,攻壳机动队2.0,GHOST IN THE SHELL / 攻殻機動隊2.0,8.4,2869,2008.0,Production I.G,11,2,7,14,20,90,291,992,957,485
1671,化物语,化物語,8.4,23213,2009.0,,29,17,34,60,184,757,2960,8010,7360,3802
29883,新・福音战士剧场版：终,シン・エヴァンゲリオン劇場版:│▌,8.4,13194,2021.0,スタジオkhara,78,33,44,81,144,524,1546,3924,4143,2677
335036,英雄联盟：双城之战,Arcane,8.4,11208,2021.0,,72,23,17,43,93,303,1176,3828,3938,1715
12426,轻音少女 剧场版,映画けいおん！,8.4,15269,2011.0,,29,15,14,34,126,540,2054,5610,3933,2914
328609,孤独摇滚！,ぼっち・ざ・ろっく！,8.4,36751,2022.0,CloverWorks,192,53,52,106,331,1230,4561,12606,11305,6315
315574,赛马娘 Pretty Derby 第二季,ウマ娘 プリティーダービー Season 2,8.4,16468,2021.0,,67,26,30,57,163,601,2037,5346,5463,2678
470660,剧场版 链锯人 蕾塞篇,劇場版 チェンソーマン レゼ篇,8.4,6565,2025.0,MAPPA,9,3,6,16,41,150,775,2541,2223,801
310,幽灵公主,もののけ姫,8.4,11585,1997.0,山下辰巳、藤井睦夫,7,5,8,29,85,350,1598,4224,3555,1724
3553,∀高达,∀ガンダム,8.4,2598,1999.0,フジテレビ、サンライズ,16,4,6,13,29,109,350,709,860,502
51,CLANNAD,CLANNAD -クラナド-,8.4,26169,2007.0,京都アニメーション,103,45,50,118,401,1222,3530,7838,7462,5400
320,攻壳机动队 S.A.C. Solid State Society,攻殻機動隊 STAND ALONE COMPLEX Solid State Society,8.4,3669,2006.0,Production I.G,10,4,2,6,21,81,411,1507,1123,504
248154,强风吹拂,風が強く吹いている,8.4,9628,2018.0,,16,8,10,27,81,286,1127,3686,3087,1300
23304,传说巨神伊迪安 发动篇,伝説巨神イデオン 発動篇,8.4,894,1982.0,,12,2,2,5,5,33,103,258,274,200
793,Code Geass 反叛的鲁路修,コードギアス 反逆のルルーシュ,8.3,20750,2006.0,サンライズ,60,13,31,73,176,795,2733,7239,6476,3154
295,风之谷,風の谷のナウシカ,8.3,8455,1984.0,トップクラフト(スタジオジブリ),9,6,6,23,51,267,1189,3183,2526,1195
240386,冰海战记,ヴィンランド・サガ,8.3,12105,2019.0,,22,18,19,41,111,316,1354,4694,4212,1318
325585,无职转生～到了异世界就拿出真本事～ 第2部分,無職転生 ～異世界行ったら本気だす～ 第2クール,8.3,22104,2021.0,,142,36,45,68,184,746,2806,7931,6580,3566
822,FLCL,フリクリ,8.3,9487,2000.0,Production I.G / GAINAX,30,14,28,43,121,417,1325,2992,2822,1695
8,Code Geass 反叛的鲁路修R2,コードギアス 反逆のルルーシュR2,8.3,17351,2008.0,サンライズ,52,22,41,85,212,715,2392,5739,5252,2841
317613,辉夜大小姐想让我告白-超级浪漫-,かぐや様は告らせたい-ウルトラロマンティック-,8.3,20792,2022.0,,53,21,12,31,159,639,2837,7995,6352,2693
147068,3月的狮子,3月のライオン,8.3,10354,2016.0,SHAFT,18,6,8,31,103,322,1303,4085,3162,1316
11577,偶像大师,THE IDOLM@STER,8.3,8107,2011.0,A-1 Pictures,13,4,10,32,117,376,1222,2633,2265,1435
72266,少女与战车 剧场版,ガールズ&パンツァー 劇場版,8.3,6670,2015.0,アクタス,18,4,6,18,60,196,901,2558,2056,853
262897,摇曳露营△ 第二季,ゆるキャン△ SEASON 2,8.3,11416,2021.0,DeNAコンテンツ企画部,29,12,5,21,97,298,1575,4626,3222,1531
115908,吹响吧！上低音号,響け！ユーフォニアム,8.3,20775,2015.0,京都アニメーション,50,18,24,42,125,580,2687,8712,5992,2545
246001,我的三体 章北海传,我的三体 章北海传,8.3,5263,2020.0,,41,5,18,12,38,126,590,2040,1790,603
3128,数码宝贝大冒险,デジモンアドベンチャー,8.3,8151,1999.0,フジテレビ、読売広告社、東映アニメーション,10,5,9,8,48,286,1340,3047,2147,1251
298477,来自深渊 烈日的黄金乡,メイドインアビス 烈日の黄金郷,8.3,12466,2022.0,,43,15,27,47,97,416,1655,4588,4022,1556
441795,我心里危险的东西 第二季,僕の心のヤバイやつ 第2期,8.3,12251,2024.0,,71,39,30,47,138,481,1668,4225,3451,2101
276,幸运星,らき☆すた,8.3,17561,2007.0,,37,12,18,59,165,631,2429,6721,5089,2400
124341,水星领航员 The AVVENIRE,ARIA The AVVENIRE,8.3,1623,2015.0,TYO Animations（ゆめ太カンパニー）,6,2,2,9,20,77,220,557,406,324
8986,蜡笔小新：大人王国的反击,クレヨンしんちゃん 嵐を呼ぶ モーレツ!オトナ帝国の逆襲,8.3,2681,2001.0,,3,3,3,3,16,91,400,1047,725,390
217300,进击的巨人 第三季,進撃の巨人 Season 3,8.3,18765,2018.0,,68,17,21,35,93,518,2521,8079,4992,2421
605,棋魂,ヒカルの碁,8.3,4771,2001.0,,3,4,6,6,46,185,744,1737,1371,669
176615,昭和元禄落语心中 -助六再临篇-,昭和元禄落語心中 -助六再び篇-,8.3,2498,2017.0,落語心中協会,11,2,6,5,35,89,305,913,799,333
975,航海王,ONE PIECE,8.3,13744,1999.0,フジテレビ、東映アニメーション、ASATSU-DK→ADK [ アサツー ディ・ケイ ] →ADKエモーションズ（非クレジット）,90,44,38,110,340,896,2188,3580,2637,3821
309311,赛博浪客,Cyberpunk: Edgerunners,8.3,24132,2022.0,TRIGGER,30,21,36,71,213,858,3279,9541,7376,2707
842,东京教父,東京ゴッドファーザーズ,8.3,7765,2003.0,,7,6,5,10,44,221,1030,3428,2216,798
120236,排球少年 第二季,ハイキュー!! セカンドシーズン,8.3,6751,2015.0,,13,4,7,7,54,126,803,3249,1793,695
4163,百变之星,カレイドスター,8.3,1419,2003.0,GONZO DIGIMATION / アニメーション共同制作：GONZO DIGIMATION、G&G Entertainment,7,1,4,10,21,77,197,417,419,266
47576,银魂' 延长战,銀魂' 延長戦,8.3,4399,2012.0,,35,6,12,16,61,203,685,1456,990,935
1424,轻音少女,けいおん！,8.3,28052,2009.0,京都アニメーション,62,28,35,72,318,1244,4433,10435,6885,4540
33352,爆漫王。3,バクマン。3,8.3,4925,2012.0,J.C.STAFF,3,3,7,11,32,195,680,2050,1340,604
1269,水星领航员 第二季,ARIA The NATURAL,8.3,2574,2006.0,ハルフィルムメーカー（Hal Film Maker）,2,3,5,8,42,101,403,924,667,419
113292,JOJO的奇妙冒险 星尘斗士 埃及篇,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,8.2,16403,2015.0,,18,5,10,32,86,415,2437,7339,4339,1722
203526,来自深渊,メイドインアビス,8.2,17648,2017.0,,20,11,27,39,134,517,2395,7633,5235,1637
1959,怪物,MONSTER,8.2,4178,2004.0,,8,4,7,23,54,189,620,1458,1246,569
1856,十二国记,十二国記,8.2,3981,2002.0,,7,1,10,15,76,178,578,1360,1214,542
9565,龙珠,ドラゴンボール,8.2,5737,1986.0,,3,6,4,10,49,252,1007,2121,1425,860
68812,物语系列 第二季,〈物語〉シリーズ セカンドシーズン,8.2,12177,2013.0,SHAFT,16,3,3,12,78,346,1758,5513,3198,1250
207195,摇曳露营△,ゆるキャン△,8.2,16167,2018.0,,24,10,14,25,106,498,2459,7006,4192,1833
148037,伤物语Ⅲ冷血篇,傷物語Ⅲ冷血篇,8.2,8506,2017.0,SHAFT,3,2,3,12,44,218,1191,4076,2133,824
475354,物语系列 外传季&怪物季,〈物語〉シリーズ オフ&モンスターシーズン,8.2,5396,2024.0,,14,2,1,2,34,171,816,2350,1394,612
1891,少女革命剧场版 思春期默示录,少女革命ウテナ アドゥレセンス黙示録,8.2,2833,1999.0,J.C.STAFF,4,0,6,14,30,111,457,1006,851,354
2741,棒球英豪,タッチ,8.2,1864,1985.0,,6,1,6,10,31,87,289,600,531,303
88473,虫师 特別篇 蚀日之翳,蟲師 特別篇 日蝕む翳,8.2,2987,2014.0,,4,1,1,2,17,101,439,1320,767,335
110148,怪诞小镇 第二季,Gravity Falls Season 2,8.3,1118,2014.0,,4,0,1,2,5,39,168,449,304,146
1104,机器人总动员,Wall·E,8.2,7157,2008.0,,3,3,6,9,47,278,1224,2899,1817,871
120791,银魂°,銀魂°,8.2,4452,2015.0,,18,6,8,19,57,229,685,1617,1060,753
302,龙猫,となりのトトロ,8.2,12113,1988.0,制作担当：田中栄子,11,3,4,22,85,444,1980,5104,3054,1406
1940,魔卡少女樱,カードキャプターさくら,8.2,10594,1998.0,制作著作：NHK；共同制作：NHKエンタープライズ21、総合ビジョン,13,8,9,13,85,438,1953,4126,2402,1547
55770,进击的巨人,進撃の巨人,8.2,28768,2013.0,,124,35,38,81,298,1116,4382,11772,7043,3879
2496,物怪,モノノ怪,8.2,4111,2007.0,モノノ怪制作委員会（フジテレビジョン、アスミック・エースエンタテインメント、東映アニメーション、電通、ソニー・ミュージックエンタテインメント、スカパー・ウェルシンク）,5,4,9,21,43,175,640,1539,1198,477
860,星际牛仔 天国之扉,カウボーイビバップ 天国の扉,8.2,6734,2001.0,,7,2,7,15,47,257,1038,2847,1833,681
315,钢之炼金术师,鋼の錬金術師,8.2,9538,2003.0,BONES,45,19,14,31,107,421,1479,3460,2781,1181
120700,虫师 特别篇 铃之雫,蟲師 特別編「鈴の雫」,8.2,2348,2015.0,,2,2,0,3,15,91,363,1008,595,269
129807,命运石之门 0,シュタインズ・ゲート ゼロ,8.2,14465,2018.0,,28,15,21,59,192,720,2388,5248,3770,2024
282684,悠哉日常大王 Nonstop,のんのんびより のんすとっぷ,8.2,5838,2021.0,SILVER LINK.,1,2,7,9,41,182,973,2590,1372,661
8621,战斗之魂Brave,バトルスピリッツ ブレイヴ,8.4,233,2010.0,メ〜テレ(名古屋テレビ)、サンライズ、ADK(アサツー ディ・ケイ),1,1,0,1,2,12,32,56,78,50
509986,末日后酒店,アポカリプスホテル,8.2,12910,2025.0,,25,14,14,42,125,482,1894,5194,4068,1052
10356,猎人 OVA,HUNTER×HUNTER OVA 第1期,8.2,1704,2002.0,,0,0,4,5,17,56,295,657,472,198
48745,攻壳机动队 STAND ALONE COMPLEX 笑面男,攻殻機動隊 STAND ALONE COMPLEX the Laughing Man,8.2,1470,2005.0,,3,4,1,3,14,49,222,613,375,186
100501,太空丹迪 第二季,スペース☆ダンディ シーズン2,8.2,3552,2014.0,,8,3,3,8,36,125,484,1546,1025,314
40003,福星小子2 绮丽梦中人,うる星やつら2 ビューティフル・ドリーマー,8.2,1407,1984.0,,5,1,3,3,17,53,187,550,458,130
965,永生之酒,BACCANO! -バッカーノ!-,8.2,11094,2007.0,,14,7,17,56,138,462,1695,4358,3187,1160
995,欢迎加入NHK！,N・H・Kにようこそ！,8.2,8176,2006.0,,15,10,14,29,79,397,1319,3042,2345,926
21032,猎人,HUNTER×HUNTER,8.2,6012,2011.0,,13,1,11,30,77,295,998,2213,1544,830
9005,龙珠Z,ドラゴンボールZ,8.2,3708,1989.0,富士电视台·东映动画,6,3,3,6,43,216,654,1337,862,578
27364,冰菓,氷菓,8.2,30915,2012.0,,59,37,42,147,442,1661,5145,11088,7956,4338
485,凉宫春日的忧郁,涼宮ハルヒの憂鬱,8.2,17832,2006.0,,36,15,33,84,212,814,2958,6756,4727,2197
531,水星领航员,ARIA The ANIMATION,8.2,4265,2005.0,ハルフィルムメーカー（Hal Film Maker）,6,6,8,23,68,221,728,1482,1092,631
218708,比宇宙更远的地方,宇宙よりも遠い場所,8.2,14746,2018.0,,42,14,24,63,180,661,2308,5657,4165,1632
353605,灵能百分百 第三季,モブサイコ100 Ⅲ,8.2,10705,2022.0,BONES,14,2,11,25,74,385,1776,4625,2746,1047
493,皇家国教骑士团 OVA,HELLSING OVA,8.2,6618,2006.0,サテライト（#1 - #4）→MADHOUSE（#5 - #7）→グラフィニカ（#8-10）,10,5,18,25,82,306,1067,2513,1854,738
3996,天元突破红莲螺岩 螺岩篇,劇場版 天元突破グレンラガン 螺巌篇,8.2,3939,2009.0,,8,5,6,7,44,181,600,1617,1034,437
28205,日常 ETV版,日常 Eテレ版,8.2,2402,2012.0,,12,2,1,6,26,90,388,993,568,316
37785,来自新世界,新世界より,8.2,14417,2012.0,,45,37,42,95,203,740,2284,4802,4598,1571
41568,歌牌情缘 第二季,ちはやふる2,8.2,3945,2013.0,,11,3,2,7,47,137,635,1694,991,418
12536,夏目友人帐 叁,夏目友人帳 参,8.2,8720,2011.0,NAS,15,2,7,11,78,379,1660,3608,1721,1239
2734,星空清理者,プラネテス,8.2,3604,2003.0,,11,9,15,18,56,180,529,1290,1073,423
6048,新世纪福音战士剧场版 死与新生,新世紀エヴァンゲリオン劇場版 シト新生,8.2,9575,1997.0,"GAINAX（Death / Rebirth）、タツノコプロ（Death）、Production I.G（Rebirth）,Production I.G、GAINAX",30,6,5,32,107,414,1662,3893,2183,1243
37183,太阳之牙达格拉姆,太陽の牙ダグラム,8.3,262,1981.0,日本サンライズ,1,1,0,0,3,8,42,75,93,39
338,全金属狂潮 校园篇,フルメタル・パニック? ふもっふ,8.1,6249,2003.0,,14,3,7,9,51,285,1022,2644,1585,629
187276,游戏人生 零,ノーゲーム・ノーライフ ゼロ,8.1,17644,2017.0,,22,16,24,65,221,898,3008,6924,4373,2093
13552,机动警察 NEW OVA,機動警察パトレイバー NEW OVA,8.2,877,1990.0,,3,1,0,0,4,21,135,401,243,69
202240,春宵苦短，少女前进吧！,夜は短し歩けよ乙女,8.1,9154,2017.0,,6,7,12,31,83,358,1459,3983,2528,687
512876,六样情,六样情,8.2,1652,2024.0,FLiiiP Design（《看见》）、润物定格（《聋》）、大火鸟文化（《屁》）、大火鸟文化 & 绿怪研（《勿听》）、大火鸟文化 & 齿轮映画（《不由己》）、狼烟动画STUDIO & 幻想师动画（《未尽》）,4,3,5,5,15,65,276,682,392,205
512190,琉璃的宝石,瑠璃の宝石,8.1,6983,2025.0,,10,4,13,15,46,258,1207,3136,1580,714
278569,高分少女 第二季,ハイスコアガールⅡ,8.1,4848,2019.0,,8,4,7,18,45,182,791,2114,1221,458
218707,少女终末旅行,少女終末旅行,8.1,15594,2017.0,,4,5,14,33,142,680,2708,6728,3833,1447
240760,灵能百分百 第二季,モブサイコ100 Ⅱ,8.1,14024,2019.0,,16,2,5,14,93,423,2298,6856,3245,1072
56847,辉夜姬物语,かぐや姫の物語,8.1,2968,2013.0,,1,1,7,8,42,127,550,1145,752,335
84171,排球少年,ハイキュー!!,8.1,8709,2014.0,,19,3,7,19,77,263,1334,4296,1925,766
119394,昭和元禄落语心中,昭和元禄落語心中,8.1,3536,2016.0,,11,2,8,6,44,127,540,1547,955,296
750,水星领航员 OVA ～ARIETTA～,ARIA The OVA ～ARIETTA～,8.2,1520,2007.0,ハルフィルムメーカー（Hal Film Maker）,2,2,2,6,20,60,301,587,307,233
175596,终物语（下）,終物語(下),8.1,7346,2017.0,SHAFT,6,3,2,8,40,248,1293,3483,1604,659
10639,Fate/Zero,Fate/Zero,8.1,28859,2011.0,,67,23,49,91,287,1262,4928,12074,7384,2694
48746,攻壳机动队 S.A.C. 2nd GIG 个别的十一人,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,8.2,1299,2006.0,,4,4,2,2,11,54,207,551,315,149
769,飞跃巅峰！,トップをねらえ!,8.1,5201,1988.0,GAINAX,8,5,6,25,86,274,942,1866,1397,592
288,寒蝉鸣泣之时 解,ひぐらしのなく頃に解,8.1,12045,2007.0,,14,5,19,45,139,592,2075,4867,3162,1127
285901,黄金神威 第三季,ゴールデンカムイ 第3期,8.1,3213,2020.0,ジェノスタジオ,2,1,1,10,17,104,523,1568,750,237
118335,进击的巨人 第二季,進撃の巨人 Season 2,8.1,19817,2017.0,,61,17,16,35,149,698,3524,9210,4046,2061
794,电脑线圈,電脳コイル,8.1,4611,2007.0,MADHOUSE,6,1,8,14,64,223,785,1819,1316,375
10404,明日之丈,あしたのジョー,8.2,812,1970.0,,4,2,1,3,6,36,130,316,222,92
22588,爆漫王。2,バクマン。2,8.1,5153,2011.0,,2,2,6,13,42,205,873,2431,1124,455
1029,悠久之翼2,ef - a tale of melodies.,8.1,5681,2008.0,SHAFT,15,3,10,20,99,356,989,2067,1471,651
24823,蜡笔小新,クレヨンしんちゃん,8.1,2913,1992.0,"シンエイ動画,テレビ朝日、アサツー ディ・ケイ / ADKエモーションズ、シンエイ動画",6,2,7,12,40,178,602,1056,525,485
14878,小魔女DoReMi 大合奏,おジャ魔女どれみドッカ～ン!,8.2,367,2002.0,,2,1,1,2,7,31,68,82,84,89
4077,王牌投手 振臂高挥～夏日大会篇～,おおきく振りかぶって～夏の大会編～,8.1,1540,2010.0,A-1 Pictures,5,1,4,5,19,62,272,654,340,178
282433,别对映像研出手！,映像研には手を出すな！,8.1,8527,2020.0,サイエンスSARU,14,6,10,22,82,340,1548,3686,2233,586
44692,剧场版 魔法少女小圆 [后篇] 永远的物语,劇場版 魔法少女まどか☆マギカ [後編] 永遠の物語,8.1,5978,2012.0,,9,5,5,14,71,257,1078,2712,1197,630
52787,怪医黑杰克 OVA,ブラック・ジャック OVA,8.1,1004,1993.0,,1,0,2,2,10,28,177,450,261,73
296739,冰海战记 第二季,ヴィンランド・サガ SEASON 2,8.1,7265,2023.0,,16,18,28,55,84,325,1232,2924,1914,669
45089,山水情,山水情,8.1,839,1988.0,,3,4,1,8,9,37,147,303,219,108
72941,斩服少女,キルラキル,8.1,16579,2013.0,,19,10,19,51,179,759,3027,7161,4006,1348
28533,宇宙兄弟,宇宙兄弟,8.1,1713,2012.0,A-1 Pictures,4,0,4,6,30,79,299,709,388,194
1948,奇诺之旅,キノの旅 -the Beautiful World-,8.1,5036,2003.0,,3,5,5,21,49,231,933,2156,1209,424
12885,攻壳机动队 S.A.C. SSS 3D,攻殻機動隊 S.A.C. SOLID STATE SOCIETY 3D,8.1,1129,2011.0,,6,1,2,1,12,37,192,528,219,131
3627,回忆三部曲,MEMORIES,8.1,3911,1995.0,Studio 4℃,5,3,3,11,24,161,707,1775,955,267
160209,你的名字。,君の名は。,8.1,31478,2016.0,,40,13,34,94,403,1659,6149,12886,6961,3239
1443,四叶游戏,クロスゲーム,8.1,1384,2009.0,"SynergySP,月島バッティングセンター（クロスゲーム製作委員会）",2,0,0,6,19,73,229,599,315,141
