subject_id,name_cn,name,score,total,year,company,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10
132382,老鼠约翰,Johann Mouse,7.7,81,,,0,1,0,0,1,4,33,27,7,8
218740,银魂. 走光篇,銀魂. ポロリ篇,7.5,1492,2017.0,,6,0,4,14,42,196,507,513,96,114
169325,孔明的陷阱,孔明の罠 - Kaizo Trap,7.7,72,2015.0,,0,0,0,0,2,7,17,32,13,1
3816,头文字D Fourth Stage,頭文字D Fourth Stage,7.5,1101,2004.0,オービー企画,1,1,4,5,20,115,418,408,97,32
141852,咱们裸熊,We Bare Bears,7.5,996,2015.0,,2,1,2,3,18,103,348,434,64,21
67755,剧场版 明日之丈2,あしたのジョー2,7.6,123,1981.0,,0,0,0,0,3,13,46,40,12,9
553106,王者天下 第六季,キングダム 第6シリーズ,7.6,91,2025.0,ぴえろ／スタジオ サインポスト,3,0,1,0,1,4,19,49,5,9
38436,机动战士高达 剧场版II 哀・战士,機動戦士ガンダムII 哀・戦士編,7.4,1183,1981.0,,0,1,0,3,19,132,445,479,75,29
37694,出包王女Darkness,To LOVEる-とらぶる-ダークネス,7.4,5452,2012.0,,3,5,10,37,152,725,1956,1839,406,319
5378,机动战士Z高达 A New Translation -星之继承者-,機動戦士Zガンダム -星を継ぐ者-,7.5,989,2005.0,,1,0,0,9,21,124,342,377,76,39
19889,辛普森一家 第一季,The Simpsons Season 1,7.5,221,1989.0,,2,0,1,0,5,26,70,78,29,10
11784,On Your Mark,On Your Mark,7.5,1079,1995.0,,3,0,1,5,30,126,401,361,108,44
237423,烟草,ケムリクサ,7.4,3301,2019.0,,4,4,16,35,105,395,1064,1203,362,113
11603,圣诞夜惊魂,The Nightmare Before Christmas,7.5,473,1993.0,,2,2,1,2,12,51,162,177,39,25
2829,糖果男孩,Candy boy,7.4,1983,2008.0,AIC,3,2,5,11,80,253,671,655,192,111
22505,福音战士新剧场版：Q,ヱヴァンゲリヲン新劇場版:Q,7.4,11550,2012.0,スタジオkhara,62,22,69,184,345,1342,3632,4040,1244,610
240038,青春猪头少年不会梦到兔女郎学姐,青春ブタ野郎はバニーガール先輩の夢を見ない,7.4,22419,2018.0,,22,24,57,184,561,2547,8225,8104,1768,927
316037,记忆管理局,记忆管理局,7.5,599,2020.0,火药方糖,2,0,0,2,10,76,197,247,51,14
168204,宇宙巡警露露子,宇宙パトロールルル子,7.4,5009,2016.0,,4,3,6,20,95,556,1873,1962,382,108
10388,福星小子,うる星やつら,7.5,411,1981.0,ぴえろ（～129話）、スタジオディーン（130話～）,3,2,2,6,14,31,136,147,48,22
140001,Re：从零开始的异世界生活,Re:ゼロから始める異世界生活,7.4,22007,2016.0,,91,45,73,216,648,2524,7468,7851,2090,1001
25716,超能勇士：变形金刚,Beast Wars: Transformers,7.5,530,1996.0,Mainframe Entertainment、Alliance Communications、Alliance Atlantis Communications,1,2,0,1,15,62,172,216,42,19
104569,头文字D Final Stage,頭文字D Final Stage,7.4,981,2014.0,ウェッジリンク,0,2,2,7,38,106,333,366,86,41
8181,天才嘉年华,Genius Party,7.4,996,2007.0,,1,1,3,6,24,118,357,355,95,36
2895,翼·年代记 春雷记,ツバサ 春雷記,7.4,963,2009.0,Production I.G,0,2,0,7,25,122,342,341,79,45
240287,龙珠超 布罗利,ドラゴンボール超 ブロリー,7.4,1969,2018.0,,2,2,2,15,54,243,682,731,157,81
529966,乱马1/2 第二季,らんま1/2 第2期,7.4,784,2025.0,,4,2,2,3,15,45,317,332,48,16
79656,银河英雄传说 新战争的序曲,銀河英雄伝説 新たなる戦いの序曲,7.5,239,1993.0,,1,1,1,1,5,18,83,99,23,7
353792,蓝色巨星,BLUE GIANT,7.4,1240,2023.0,NUT,3,2,2,11,33,135,426,476,115,37
105075,血界战线,血界戦線,7.4,9039,2015.0,,14,7,25,71,215,1054,3143,3523,697,290
119892,怪诞小镇短篇集,Gravity Falls Shorts,7.7,71,2013.0,,1,0,0,0,0,7,18,34,6,5
353266,王者天下 第四季,キングダム 第4シリーズ,7.5,339,2022.0,ぴえろ／スタジオ サインポスト,3,1,1,3,11,34,108,121,38,19
292359,听着这电波,波よ聞いてくれ,7.4,3345,2020.0,,3,4,1,13,71,338,1231,1426,201,57
47891,凯尔经的秘密,The Secret of Kells,7.5,333,2009.0,Les Armateurs、Vivi Film、Cartoon Saloon、France 2 Cinéma,1,0,1,2,11,43,109,114,30,22
70322,宇宙战舰大和号2199 第六章「到达！大麦哲伦」,宇宙戦艦ヤマト2199 第六章「到達!大マゼラン」,7.5,194,2013.0,,3,0,1,2,1,15,67,74,22,9
2689,全金属狂潮 The Second Raid OVA 战队长悠闲的一天,フルメタル・パニック! The Second Raid 特別版OVA「わりとヒマな戦隊長の一日」,7.4,2099,2006.0,,6,1,6,7,46,245,741,833,145,69
60601,南方公园 第4季,South Park Season 4,7.5,200,2000.0,,2,2,0,0,2,17,67,84,17,9
179949,小林家的龙女仆,小林さんちのメイドラゴン,7.4,20806,2017.0,京都アニメーション,13,18,26,91,398,2215,8270,7879,1217,679
39507,飞哥与小佛 第一季,Phineas and Ferb Season 1,7.5,457,2007.0,,0,1,2,1,5,53,172,171,38,14
253046,强袭魔女 通往柏林之路,ストライクウィッチーズ ROAD to BERLIN,7.4,983,2020.0,david production,0,1,1,4,28,109,356,373,89,22
43099,魔角侦探之大三角计划,魔角侦探之大三角计划,7.5,263,2012.0,,1,0,1,1,7,28,85,110,17,13
1372,小凉宫春日的忧郁,涼宮ハルヒちゃんの憂鬱,7.4,4772,2009.0,,16,4,9,30,126,590,1702,1692,395,208
278899,齐木楠雄的灾难 再始动篇,斉木楠雄のΨ難 Ψ始動編,7.4,5172,2019.0,EGG FIRM×J.C.STAFF,4,4,7,22,107,506,2114,1955,270,183
64140,记录的地平线,ログ・ホライズン,7.4,6528,2013.0,,5,5,12,44,164,783,2238,2634,462,181
41013,幻想万华镜 华鸟风月,幻想万華鏡 華鳥風月,7.4,1177,2012.0,,2,2,0,7,35,138,424,435,76,58
335579,Love Live! 虹咲学园校园偶像同好会 第二季,ラブライブ！虹ヶ咲学園スクールアイドル同好会 2期,7.4,4110,2022.0,,9,7,11,18,142,518,1399,1469,350,187
313213,猫头鹰魔法社,The Owl House,7.6,104,2020.0,,0,0,1,3,1,10,29,38,18,4
1849,Keroro军曹,ケロロ軍曹,7.4,1482,2004.0,,5,3,1,10,50,181,543,468,133,88
41488,樱花庄的宠物女孩,さくら荘のペットな彼女,7.4,17344,2012.0,,36,25,59,156,540,2151,5910,6189,1482,796
45884,出包王女Darkness OAD,To LOVEる-とらぶる-ダークネス OAD,7.4,2554,2012.0,,3,3,5,16,74,327,932,871,183,140
208908,NEW GAME!!,NEW GAME!!,7.4,7204,2017.0,,4,4,4,24,115,802,2822,2847,413,169
387892,穿靴子的猫：最后的愿望,Puss in Boots: The Last Wish,7.5,442,2022.0,,0,0,0,2,16,44,158,175,33,14
47730,宇宙战舰大和号2199 第二章「死战太阳系」,宇宙戦艦ヤマト2199 第二章「太陽圏の死闘」,7.5,226,2012.0,,2,0,2,1,2,27,69,90,24,9
112398,如此美好的一天,It's Such a Beautiful Day,7.7,72,2013.0,,0,1,0,0,1,10,26,13,12,9
11629,剧场版 空之境界 终章 空之境界,劇場版 空の境界 終章 空の境界,7.4,6099,2011.0,ufotable,21,12,27,84,229,712,1988,2128,565,333
188819,食物,Jídlo,7.5,135,1993.0,,1,1,1,1,5,9,39,55,14,9
78799,精灵宝可梦XY,ポケットモンスターXY,7.4,1756,2013.0,OLM TEAM KATO,5,2,2,12,46,180,669,655,112,73
356474,最终幻想7：降临之子 完全版,FINAL FANTASY VII ADVENT CHILDREN COMPLETE,7.5,286,2009.0,ヴィジュアルワークス(现：スクウェア・エニックス イメージ・スタジオ),1,0,0,1,5,29,109,107,26,8
2772,新机动战记高达W 无尽的华尔兹 剧场版,新機動戦記ガンダムW Endless Waltz 特別篇,7.4,1167,1998.0,,2,0,3,5,29,124,442,436,95,31
18605,玉响～hitotose～,たまゆら～hitotose～,7.4,2087,2011.0,TYOアニメーションズ（ゆめ太カンパニー）,2,4,1,10,83,284,711,707,170,115
229018,大坏狐狸的故事,Le Grand Méchant Renard et autres contes,7.5,192,2017.0,,0,0,0,1,6,20,60,85,14,6
3994,素描本,スケッチブック～full color's～,7.4,601,2007.0,,0,1,1,2,19,79,223,192,48,36
34281,战斗机甲萨芬格尔,戦闘メカザブングル,7.5,122,1982.0,名古屋テレビ、創通エージェンシー、日本サンライズ,2,0,0,1,4,11,35,45,16,8
307995,风雨廊桥,风雨廊桥,7.5,305,2020.0,"微尘定格动画工作室,好传动画",4,0,0,2,6,29,99,128,26,11
99952,Code Geass 反叛的鲁路修R2 零之镇魂曲,コードギアス 反逆のルルーシュR2 SPECIAL EDITION ZERO REQUIEM,7.4,894,2009.0,,3,2,2,5,45,112,317,255,78,75
36134,企鹅家族,Pingu Series 1,7.6,93,1986.0,,0,0,3,0,3,6,28,32,16,5
60605,南方公园 第6季,South Park Season 6,7.5,181,2002.0,,2,2,0,0,5,12,60,73,19,8
236,超时空要塞Frontier,マクロスFrontier,7.4,3889,2008.0,,5,8,18,52,102,475,1290,1434,365,140
56239,南方公园 第2季,South Park Season 2,7.5,223,1998.0,,1,2,0,1,4,27,75,75,27,11
211068,奇诺之旅,キノの旅 -the Beautiful World- the Animated Series,7.4,3351,2017.0,,5,1,8,27,89,340,1220,1341,250,70
9564,明日的娜嘉,明日のナージャ,7.5,304,2003.0,"東映アニメーション,ABC（朝日放送テレビ）、ADK（アサツー ディ・ケイ）、東映アニメーション",1,1,4,1,13,34,84,118,31,17
211066,三颗星彩色冒险,三ツ星カラーズ,7.4,3063,2018.0,,4,1,2,15,84,355,1113,1194,207,88
4043,魁！！库洛马迪高校,魁!!クロマティ高校,7.4,435,2003.0,Production I.G,1,2,3,2,20,60,120,148,57,22
103470,鬼妈妈,Coraline,7.4,687,2009.0,,3,0,0,3,17,85,267,214,66,32
37897,女子落语,じょしらく,7.4,3503,2012.0,,9,3,12,21,104,413,1203,1346,284,108
208576,小马宝莉：友谊就是魔法 第七季,My Little Pony Friendship is Magic Season 7,7.5,294,2017.0,,1,2,2,0,3,47,92,104,20,23
102134,我的青春恋爱物语果然有问题 续,やはり俺の青春ラブコメはまちがっている。続,7.4,17656,2015.0,「やはり俺の青春ラブコメはまちがっている。続」製作委員會,22,18,50,128,448,2175,6604,6124,1333,754
866,噬魂师,SOUL EATER,7.4,3560,2008.0,,3,3,7,25,95,452,1229,1366,268,112
445681,凡人修仙传 星海飞驰篇 序章,凡人修仙传 星海飞驰篇 序章,7.4,858,2023.0,,4,2,2,9,18,78,316,347,45,37
58864,监狱兔 第二季,Usavich Season 2,7.4,1590,2007.0,,5,2,2,3,31,172,612,617,104,42
358934,瑞克和莫蒂 第六季,Rick and Morty Season 6,7.4,1333,2022.0,,6,3,4,3,27,165,499,471,85,70
228407,剧场版 进击的巨人 Season2～觉醒的咆哮～,劇場版 進撃の巨人 Season2〜覚醒の咆哮〜,7.4,1042,2018.0,,8,3,3,5,29,133,377,331,71,82
65883,乱马1/2 热斗篇,らんま1/2 熱闘編,7.4,542,1989.0,,0,1,0,5,14,77,178,195,50,22
37138,超译百人一首 歌之恋,超訳百人一首 うた恋い。,7.4,994,2012.0,TYO Animations（ゆめ太カンパニー）,3,1,2,6,37,134,304,378,91,38
181995,请问您今天要来点兔子吗？？～Dear My Sister～,ご注文はうさぎですか？？～Dear My Sister～,7.4,3105,2017.0,production dóA,4,1,2,13,82,414,1194,1038,190,167
143694,银河英雄传说 Die Neue These 邂逅,銀河英雄伝説 Die Neue These 邂逅,7.4,1784,2018.0,,3,0,3,12,36,205,658,697,131,39
530115,噗妮露是可爱史莱姆 第二季,ぷにるはかわいいスライム 第2期,7.4,1979,2025.0,TOHO animation STUDIO,4,3,5,4,48,171,797,792,109,46
273877,彼方的阿斯特拉,彼方のアストラ,7.4,2869,2019.0,ラルケ,4,4,6,30,82,313,1003,1116,248,63
805,濑户的花嫁,瀬戸の花嫁,7.4,5025,2007.0,,8,7,13,39,175,688,1587,1866,475,167
44690,壳中少女 燃烧,マルドゥック・スクランブル 燃焼,7.4,1943,2011.0,,3,3,8,9,56,199,724,744,142,55
456163,火凤燎原 第二季,火凤燎原 贰,7.5,215,2025.0,灵樨文化,1,1,2,2,2,16,75,92,17,7
2083,双面骑士,シュヴァリエ 〜Le Chevalier D'Eon〜,7.4,528,2006.0,Production I.G,0,1,2,2,13,78,162,209,43,18
302228,BanG Dream! FILM LIVE 2nd Stage,BanG Dream! FILM LIVE 2nd Stage,7.4,688,2021.0,サンジゲン,4,0,0,2,17,85,269,225,45,41
114105,再见绝望先生 Blu-ray BOX化纪念话,さよなら絶望先生 Blu-ray BOX化記念 完全新作話,7.4,582,2012.0,SHAFT,0,0,0,3,13,67,238,200,34,27
332973,火柴人 VS 我的世界,Animation vs. Minecraft,7.7,55,2015.0,,1,0,0,0,2,4,8,29,10,1
501958,剧场版 鬼灭之刃 无限城篇 第一章 猗窝座再袭,劇場版 鬼滅の刃 無限城編 第一章 猗窩座再来,7.4,4459,2025.0,,16,6,14,50,116,467,1587,1729,336,138
38326,JOJO的奇妙冒险,ジョジョの奇妙な冒険,7.4,2007,1993.0,A.P.P.P.,3,2,7,11,66,236,759,687,129,107
255980,MIX：明青故事,MIX MEISEI STORY,7.4,851,2019.0,"OLM TEAM KOJIMA,読売テレビ / 小学館集英社プロダクション",4,0,1,6,27,84,296,349,65,19
150775,NEW GAME!,NEW GAME!,7.4,8884,2016.0,,6,1,5,35,196,1016,3450,3476,477,222
3326,笨蛋，测验，召唤兽,バカとテストと召喚獣,7.4,12910,2010.0,SILVER LINK.,9,13,34,92,371,1560,4656,4815,953,407
3754,金色的卡修,金色のガッシュベル!!,7.4,418,2003.0,東映アニメーション,0,0,2,1,18,57,146,127,43,24
2733,月光旅程 -Touch down-,Moonlight Mile -Touch down-,7.5,233,2007.0,MOONLIGHT MILE Film Partners,1,1,2,4,2,28,74,81,30,10
47144,麦兜故事,麥兜故事,7.4,820,2001.0,,3,0,1,2,26,124,276,277,67,44
258191,京剧猫之乘风破浪,京剧猫之乘风破浪,7.5,208,2018.0,璀璨星空,2,0,2,1,1,21,80,71,17,13
27832,机动战士高达SEED HD重制版,機動戦士ガンダムSEED HDリマスター,7.4,2722,2012.0,,17,3,8,24,76,332,946,971,214,131
96130,少女与战车 这次是真正的安齐奥战！,ガールズ&パンツァー これが本当のアンツィオ戦です!,7.4,2774,2014.0,,2,2,4,10,39,266,1167,1108,118,58
29648,中二病也要谈恋爱！,中二病でも恋がしたい！,7.4,24049,2012.0,,42,23,62,170,693,3004,8915,8329,1778,1033
5927,森林好小子,燃える! お兄さん,7.5,212,1988.0,東宝、スタジオぴえろ,1,0,3,2,9,20,71,69,19,18
220188,巴加的工作室,バジャのスタジオ,7.4,962,2017.0,,1,0,2,7,21,124,345,373,46,43
424372,石纪元 新世界 第2部分,Dr.STONE NEW WORLD 第2クール,7.4,3302,2023.0,,6,4,2,11,48,345,1387,1236,179,84
19208,银河铁道之夜,銀河鉄道の夜,7.4,800,1985.0,,1,0,1,6,30,112,256,293,67,34
467,地球防卫少年,ぼくらの,7.4,2564,2007.0,GONZO,4,4,11,41,91,360,774,881,304,94
2609,妖精的尾巴,FAIRY TAIL,7.4,4473,2009.0,"テレビ東京、電通、A-1 Pictures,A-1 Pictures、サテライト",6,5,15,53,158,643,1510,1451,344,288
10409,小红帽恰恰,赤ずきんチャチャ,7.5,164,1994.0,ぎゃろっぷ,0,0,0,0,3,21,65,51,16,8
1515,玩偶游戏,こどものおもちゃ,7.4,285,1996.0,,1,0,3,3,11,33,96,85,35,18
106329,游戏王 次元之暗面,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,7.4,1393,2016.0,,2,5,3,4,36,175,512,503,96,57
7312,猫屎一号,Cat Shit One -THE ANIMATED SERIES-,7.4,1121,2010.0,Studio Anima,0,2,2,14,31,137,392,409,100,34
296295,BanG Dream! 少女乐团派对！☆PICO～大份～,BanG Dream! ガルパ☆ピコ～大盛り～,7.4,1877,2020.0,DMM.futureworks/ダブトゥーンスタジオ × サンジゲン,1,4,2,4,41,203,817,615,109,81
10599,科拉传奇 第一季：气和,The Legend of Korra Book 1: Air,7.4,377,2012.0,Nicktoons Studios,0,0,1,3,17,52,112,142,31,19
296980,勇者斗恶龙 达伊的大冒险,ドラゴンクエスト ダイの大冒険,7.4,344,2020.0,東映アニメーション,0,0,2,2,18,41,105,129,30,17
219164,鲁邦三世 PART5,ルパン三世 PART5,7.4,763,2018.0,,0,1,2,5,19,87,285,288,52,24
160271,Concrete Revolutio 超人幻想 THE LAST SONG,コンクリート・レボルティオ～超人幻想～THE LAST SONG,7.4,2391,2016.0,コンクリートレボルティオ製作委員会(バンダイビジュアル / アニメコンソーシアムジャパン / BONES / 博報堂DYメディアパートナーズ / アニマティック / ランティス / TOKYO MX),2,7,11,25,74,320,791,832,245,84
262129,登峰造极境,RISE,7.5,231,2018.0,,0,1,1,3,12,33,65,73,22,21
1983,狼雨,WOLF'S RAIN,7.4,874,2003.0,,1,1,2,10,31,111,293,306,88,31
2042,橙路,きまぐれオレンジ☆ロード,7.4,573,1987.0,,2,1,3,7,12,78,192,193,58,27
96645,第一届东方M-1漫才大赛 重制版,第1回東方M-1ぐらんぷりR,7.5,154,2013.0,沌x,0,0,0,0,4,13,55,72,6,4
14766,战斗之魂 少年激霸弹,バトルスピリッツ 少年激覇ダン,7.5,154,2009.0,メ〜テレ(名古屋テレビ)、サンライズ、ADK(アサツー ディ・ケイ),0,0,0,2,3,14,54,64,14,3
405639,万神殿 第二季,Pantheon Season 2,7.4,381,2023.0,,2,2,4,3,19,44,112,121,52,22
808,旋风管家,ハヤテのごとく!,7.4,5283,2007.0,"三千院家执事部【川村明廣、川崎由紀夫、斎藤裕、安田正樹】,SynergySP",3,7,14,43,156,678,1875,1929,395,183
285759,哆啦A梦：大雄的新恐龙,映画ドラえもん のび太の新恐竜,7.4,1317,2020.0,协力制作：長南佳志、中島進、谷澤吉紀、紙谷泰吏、増谷大輔,0,0,1,5,30,156,502,521,72,30
192703,守望先锋：双龙,Dragons,7.4,471,2016.0,,2,0,0,0,16,57,182,155,35,24
90792,航海王：黄金梅利号之章 另一位伙伴的故事,ONE PIECE エピソードオブメリー 〜もうひとりの仲間の物語〜,7.4,312,2013.0,,1,0,0,0,11,47,111,96,24,22
296079,破晓之翼,薄明の翼,7.4,687,2020.0,スタジオコロリド,0,1,1,8,14,77,253,265,53,15
1262,魔法少女奈叶,魔法少女リリカルなのは,7.4,3426,2004.0,Seven Arcs,1,0,9,24,100,470,1289,1108,276,149
106818,暗杀教室,暗殺教室,7.4,10394,2015.0,,21,8,33,88,331,1229,3843,3653,782,406
211522,排球少年 才能与感觉,ハイキュー!! 才能とセンス,7.4,516,2017.0,,2,0,2,4,12,61,201,171,31,32
139408,阿松,おそ松さん,7.4,2685,2015.0,,10,8,7,24,93,338,897,965,236,107
487630,我独自升级 第二季 -起于暗影-,俺だけレベルアップな件 Season 2 -Arise from the Shadow-,7.4,8079,2025.0,,25,7,12,28,161,840,3345,3000,424,237
582501,藤本树17-26,藤本タツキ17-26,7.4,2293,2025.0,ZEXCS、ラパントラック、GRAPH77、100studio、スタジオカフカ、P.A.WORKS,0,1,2,12,37,206,992,912,93,38
5868,黑猫警长,黑猫警长,7.4,2336,,戴铁郎,11,7,7,14,60,320,833,776,190,118
13448,奇诺之旅 塔之国 -自由创作-,キノの旅 塔の国 -Free Lance-,7.4,1134,2005.0,,0,2,1,3,23,131,474,392,72,36
8199,夜行神龙 第一季,Gargoyles Season 1,7.6,89,1994.0,"Walt Disney Television Animation, Toon City Animation, Inc., Wang Film Production Co., Ltd.",0,1,0,0,3,10,25,36,8,6
2567,学生会的一己之见,生徒会の一存,7.4,7820,2009.0,,6,5,16,68,238,1031,2849,2709,595,303
286132,巴加的工作室 ～巴加眼中的海洋～,バジャのスタジオ ～バジャのみた海～,7.4,558,2020.0,京都アニメーション,1,0,3,4,16,74,180,222,34,24
52606,天才麻将少女 全国篇,咲-Saki- 全国編,7.4,4210,2014.0,,3,2,5,20,96,535,1632,1521,271,125
37154,心灵链环,ココロコネクト,7.4,7465,2012.0,,20,9,20,78,196,969,2553,2783,624,213
25226,gdgd妖精s,gdgd妖精s（ぐだぐだフェアリーズ）,7.4,217,2011.0,,1,3,1,3,9,17,68,76,27,12
506,猫的报恩,猫の恩返し,7.4,3321,2002.0,,0,1,8,22,79,431,1253,1205,214,108
982,大剑,CLAYMORE,7.4,3802,2007.0,MADHOUSE,6,5,16,42,131,487,1289,1353,325,148
211936,Princess Principal,プリンセス・プリンシパル,7.4,5365,2017.0,Studio 3Hz × アクタス,5,5,7,31,133,635,2003,2086,356,104
1147,ZEGAPAIN,ゼーガペイン,7.4,531,2006.0,,2,1,3,5,19,80,154,187,50,30
260680,青春猪头少年不会梦到怀梦美少女,青春ブタ野郎はゆめみる少女の夢を見ない,7.4,11861,2019.0,,17,12,38,103,347,1552,4411,3968,867,546
96643,第八届东方M-1漫才大赛,第8回東方M-1ぐらんぷり,7.5,171,2013.0,沌x,0,0,0,2,6,16,57,73,11,6
6811,海月姬,海月姫,7.4,1469,2010.0,Brain's Base,3,0,5,16,46,193,482,560,115,49
1926,圣枪修女,クロノクルセイド,7.4,1157,2003.0,GONZO DIGIMATION,4,2,2,12,44,181,363,353,145,51
14652,小魔女DoReMi,おジャ魔女どれみ,7.4,512,1999.0,"ABC（朝日放送テレビ）、ASATSU-DK（アサツー ディ・ケイ）、東映アニメーション、制作協力：東映,東映アニメーション",0,0,2,2,17,65,203,150,49,24
13809,翡翠森林狼与羊,あらしのよるに,7.4,452,2005.0,,0,0,0,7,14,52,158,172,34,15
60368,第七届东方M-1漫才大赛,第7回東方M-1ぐらんぷり,7.4,234,2012.0,沌x,1,1,0,0,5,23,86,97,15,6
393037,义妹生活,義妹生活,7.4,10026,2024.0,,22,25,32,93,347,1150,3636,3569,770,382
1973,魔神英雄传2,魔神英雄伝ワタル2,7.4,930,1990.0,,2,0,2,5,31,130,339,296,83,42
2354,DARKER THAN BLACK -流星的双子-,DARKER THAN BLACK -流星の双子-,7.4,5610,2009.0,,8,5,13,58,178,684,2049,1979,448,188
366296,崩坏3 阿波卡利斯如是说,崩坏3 阿波卡利斯如是说,7.4,380,2022.0,STUDIO SLEEP 、所泽动画,6,2,3,1,18,42,114,122,43,29
210470,埃塞尔与欧内斯特,Ethel & Ernest,7.6,70,2016.0,,0,0,0,1,0,6,23,33,4,3
74625,幻想万华镜 红雾异变之章,幻想万華鏡 紅霧異変の章 ～『東方紅魔郷』より～,7.4,1781,2013.0,,1,2,3,11,42,216,693,654,96,63
22287,侦探歌剧 少女福尔摩斯 第二幕,探偵オペラ ミルキィホームズ 第2幕,7.4,1058,2012.0,J.C.STAFF、ARTLAND,4,0,5,14,34,155,331,366,98,51
99859,JOJO的奇妙冒险 总集篇,ジョジョの奇妙な冒険 総集編,7.4,517,2014.0,,5,1,0,4,24,78,184,123,38,60
3734,灌篮高手 咆哮吧篮球员的灵魂！！花道和流川的灼热夏季,スラムダンク 吠えろバスケットマン魂!!花道と流川の熱き夏,7.4,366,1995.0,,1,1,0,2,14,47,129,124,26,22
337459,青之芦苇,アオアシ,7.4,2626,2022.0,Production I.G,3,5,5,21,76,277,971,1054,158,56
13973,世界第一初恋 OAD,世界一初恋 OAD,7.4,895,2011.0,,5,1,2,7,35,132,285,305,64,59
121747,大雄的结婚前夜,のび太の結婚前夜,7.4,376,1999.0,,0,2,0,1,7,49,151,119,31,16
2694,我在伊朗长大,Persepolis,7.4,379,2007.0,,3,0,2,0,18,49,101,158,37,11
77760,正义联盟：闪点悖论,Justice League: The Flashpoint Paradox,7.4,326,2013.0,Warner Bros. Animation、STUDIO 4℃,0,0,1,1,5,40,112,147,15,5
436738,剧场总集篇孤独摇滚！ Re:,劇場総集編ぼっち・ざ・ろっく！ Re:,7.4,2226,2024.0,CloverWorks,5,3,6,8,43,263,903,786,140,69
21233,魔卡少女樱 知世的活跃日记,知世のカードキャプターさくら活躍ビデオ日記!,7.4,808,2000.0,,0,1,2,4,29,108,312,246,62,44
5658,超元气三姐妹,みつどもえ,7.4,2476,2010.0,,9,3,12,20,71,304,879,906,178,94
4045,僵尸新娘,Corpse Bride,7.4,1529,2005.0,,1,2,4,7,44,200,598,492,119,62
58865,监狱兔 第三季,Usavich Season 3,7.4,1440,2008.0,,4,2,1,5,32,166,566,546,75,43
100565,功夫兔与菜包狗,功夫兔与菜包狗 第一季,7.4,757,2014.0,,1,0,5,1,19,93,281,283,53,21
356774,彻夜之歌,よふかしのうた,7.4,9711,2022.0,,5,7,26,61,261,1175,3738,3553,593,292
99941,无头骑士异闻录×2 承,デュラララ!!×2 承,7.4,5338,2015.0,朱夏,8,2,8,29,123,648,2097,1928,377,118
135195,第一神拳 冠军之路,はじめの一歩 Champion Road,7.6,72,2003.0,,0,0,0,0,2,7,27,25,6,5
90502,宇宙兄弟#0,宇宙兄弟#0,7.5,149,2014.0,,5,0,0,1,3,17,39,56,15,13
302373,剧场版 黄金拼图 谢谢你!!,劇場版 きんいろモザイクThank you!!,7.4,883,2021.0,"Studio五組／AXsiZ,ジェンコ",0,0,0,3,28,124,353,268,60,47
10243,世界第一初恋,世界一初恋,7.4,2652,2011.0,,18,6,15,29,128,408,768,838,235,207
199228,Code Geass 复活的鲁路修,コードギアス 復活のルルーシュ,7.4,4701,2019.0,,15,12,12,52,155,613,1664,1570,392,216
197078,鹬,Piper,7.4,805,2016.0,,1,1,1,3,28,102,294,289,58,28
23686,刀剑神域,ソードアート・オンライン,7.4,23535,2012.0,,109,51,107,318,901,3165,8009,7313,2180,1382
58912,埃及王子,The Prince of Egypt,7.5,161,1998.0,DreamWorks Animation,0,0,2,1,6,21,51,53,17,10
322876,飞哥与小佛 第二季,Phineas and Ferb Season 2,7.6,70,2009.0,Disney Television Animation,0,1,0,1,1,4,24,29,5,5
386809,【我推的孩子】,【推しの子】,7.4,18986,2023.0,,115,43,67,188,585,2163,6879,6655,1572,719
12083,蝙蝠侠 (1992),Batman: The Animated Series,7.4,173,1992.0,,0,1,0,5,8,21,51,53,21,13
533,美食总动员,Ratatouille,7.4,1691,2007.0,,1,2,2,6,44,232,654,573,118,59
473,哆啦A梦：大雄的恐龙2006,映画ドラえもん のび太の恐竜2006,7.4,1248,2006.0,,0,0,1,2,27,160,505,452,66,35
246430,BanG Dream! 第三季,BanG Dream! 3rd Season,7.4,3199,2020.0,サンジゲン,6,3,7,11,84,377,1315,1096,173,127
498378,间谍过家家 第三季,SPY×FAMILY Season 3,7.4,1471,2025.0,WIT STUDIO×CloverWorks,3,1,3,8,29,140,663,508,58,58
993,白色相簿,WHITE ALBUM,7.4,4096,2009.0,Seven Arcs,19,11,20,62,163,606,1300,1220,454,241
439,哆啦A梦：大雄的魔界大冒险,ドラえもん のび太の魔界大冒険,7.4,757,1984.0,シンエイ動画、小学館、テレビ朝日,0,2,1,3,16,89,312,263,47,24
120763,出包王女Darkness 第二季,To LOVEる -とらぶる- ダークネス 2nd,7.4,3761,2015.0,,3,3,5,22,109,548,1430,1216,249,176
3012,萌菌物语,もやしもん,7.4,1413,2007.0,"白組、Telecom Animation Film,「もやしもん」製作委員会（アスミック・エース エンタテインメント、講談社、白組、スカパー・ウェルシンク、ソニー・ミュージックエンタテインメント、電通、フジテレビ）",1,3,2,11,36,182,497,561,86,34
9781,GOSICK,GOSICK -ゴシック-,7.4,9464,2011.0,BONES,12,9,31,86,385,1337,3229,3168,791,416
